course_id,tee_date,tee_time,snapshot_date,days_until_tee,price_18_holes,day_of_week,is_weekend,hour,weather_conditions,high_temp_f,precip_chance_pct
cherokee_run,2026-02-11,07:00,2026-02-11,0,47,Wednesday,False,7,Partly Cloudy,60.5,21
cherokee_run,2026-02-11,08:00,2026-02-11,0,50,Wednesday,False,8,Partly Cloudy,60.5,21
cherokee_run,2026-02-11,09:00,2026-02-11,0,48,Wednesday,False,9,Partly Cloudy,60.5,21
cherokee_run,2026-02-11,10:00,2026-02-11,0,45,Wednesday,False,10,Partly Cloudy,60.5,21
cherokee_run,2026-02-11,12:00,2026-02-11,0,41,Wednesday,False,12,Partly Cloudy,60.5,21
cherokee_run,2026-02-11,14:00,2026-02-11,0,41,Wednesday,False,14,Partly Cloudy,60.5,21
cherokee_run,2026-02-11,16:00,2026-02-11,0,33,Wednesday,False,16,Partly Cloudy,60.5,21
cherokee_run,2026-02-12,07:00,2026-02-11,1,48,Thursday,False,7,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,07:00,2026-02-12,0,49,Thursday,False,7,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,08:00,2026-02-11,1,48,Thursday,False,8,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,08:00,2026-02-12,0,49,Thursday,False,8,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,09:00,2026-02-11,1,49,Thursday,False,9,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,09:00,2026-02-12,0,48,Thursday,False,9,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,10:00,2026-02-11,1,46,Thursday,False,10,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,10:00,2026-02-12,0,47,Thursday,False,10,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,12:00,2026-02-11,1,40,Thursday,False,12,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,12:00,2026-02-12,0,41,Thursday,False,12,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,14:00,2026-02-11,1,38,Thursday,False,14,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,14:00,2026-02-12,0,41,Thursday,False,14,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,16:00,2026-02-11,1,32,Thursday,False,16,Partly Cloudy,65.9,16
cherokee_run,2026-02-12,16:00,2026-02-12,0,34,Thursday,False,16,Partly Cloudy,65.9,16
cherokee_run,2026-02-13,07:00,2026-02-11,2,46,Friday,False,7,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,07:00,2026-02-12,1,49,Friday,False,7,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,07:00,2026-02-13,0,52,Friday,False,7,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,08:00,2026-02-11,2,49,Friday,False,8,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,08:00,2026-02-12,1,50,Friday,False,8,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,08:00,2026-02-13,0,50,Friday,False,8,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,09:00,2026-02-11,2,47,Friday,False,9,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,09:00,2026-02-12,1,49,Friday,False,9,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,09:00,2026-02-13,0,51,Friday,False,9,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,10:00,2026-02-11,2,45,Friday,False,10,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,10:00,2026-02-12,1,46,Friday,False,10,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,10:00,2026-02-13,0,48,Friday,False,10,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,12:00,2026-02-11,2,44,Friday,False,12,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,12:00,2026-02-12,1,41,Friday,False,12,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,12:00,2026-02-13,0,40,Friday,False,12,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,14:00,2026-02-11,2,39,Friday,False,14,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,14:00,2026-02-12,1,42,Friday,False,14,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,14:00,2026-02-13,0,45,Friday,False,14,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,16:00,2026-02-11,2,33,Friday,False,16,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,16:00,2026-02-12,1,33,Friday,False,16,Partly Cloudy,48.4,21
cherokee_run,2026-02-13,16:00,2026-02-13,0,35,Friday,False,16,Partly Cloudy,48.4,21
cherokee_run,2026-02-14,07:00,2026-02-11,3,59,Saturday,True,7,Overcast,65.3,44
cherokee_run,2026-02-14,07:00,2026-02-12,2,59,Saturday,True,7,Overcast,65.3,44
cherokee_run,2026-02-14,07:00,2026-02-13,1,64,Saturday,True,7,Overcast,65.3,44
cherokee_run,2026-02-14,07:00,2026-02-14,0,64,Saturday,True,7,Overcast,65.3,44
cherokee_run,2026-02-14,08:00,2026-02-11,3,61,Saturday,True,8,Overcast,65.3,44
cherokee_run,2026-02-14,08:00,2026-02-12,2,62,Saturday,True,8,Overcast,65.3,44
cherokee_run,2026-02-14,08:00,2026-02-13,1,63,Saturday,True,8,Overcast,65.3,44
cherokee_run,2026-02-14,08:00,2026-02-14,0,66,Saturday,True,8,Overcast,65.3,44
cherokee_run,2026-02-14,09:00,2026-02-11,3,61,Saturday,True,9,Overcast,65.3,44
cherokee_run,2026-02-14,09:00,2026-02-12,2,63,Saturday,True,9,Overcast,65.3,44
cherokee_run,2026-02-14,09:00,2026-02-13,1,63,Saturday,True,9,Overcast,65.3,44
cherokee_run,2026-02-14,09:00,2026-02-14,0,66,Saturday,True,9,Overcast,65.3,44
cherokee_run,2026-02-14,10:00,2026-02-11,3,55,Saturday,True,10,Overcast,65.3,44
cherokee_run,2026-02-14,10:00,2026-02-12,2,55,Saturday,True,10,Overcast,65.3,44
cherokee_run,2026-02-14,10:00,2026-02-13,1,55,Saturday,True,10,Overcast,65.3,44
cherokee_run,2026-02-14,10:00,2026-02-14,0,56,Saturday,True,10,Overcast,65.3,44
cherokee_run,2026-02-14,12:00,2026-02-11,3,48,Saturday,True,12,Overcast,65.3,44
cherokee_run,2026-02-14,12:00,2026-02-12,2,49,Saturday,True,12,Overcast,65.3,44
cherokee_run,2026-02-14,12:00,2026-02-13,1,50,Saturday,True,12,Overcast,65.3,44
cherokee_run,2026-02-14,12:00,2026-02-14,0,51,Saturday,True,12,Overcast,65.3,44
cherokee_run,2026-02-14,14:00,2026-02-11,3,46,Saturday,True,14,Overcast,65.3,44
cherokee_run,2026-02-14,14:00,2026-02-12,2,49,Saturday,True,14,Overcast,65.3,44
cherokee_run,2026-02-14,14:00,2026-02-13,1,49,Saturday,True,14,Overcast,65.3,44
cherokee_run,2026-02-14,14:00,2026-02-14,0,50,Saturday,True,14,Overcast,65.3,44
cherokee_run,2026-02-14,16:00,2026-02-11,3,40,Saturday,True,16,Overcast,65.3,44
cherokee_run,2026-02-14,16:00,2026-02-12,2,43,Saturday,True,16,Overcast,65.3,44
cherokee_run,2026-02-14,16:00,2026-02-13,1,42,Saturday,True,16,Overcast,65.3,44
cherokee_run,2026-02-14,16:00,2026-02-14,0,42,Saturday,True,16,Overcast,65.3,44
cherokee_run,2026-02-15,07:00,2026-02-12,3,67,Sunday,True,7,Sunny,59.9,14
cherokee_run,2026-02-15,07:00,2026-02-13,2,71,Sunday,True,7,Sunny,59.9,14
cherokee_run,2026-02-15,07:00,2026-02-14,1,65,Sunday,True,7,Sunny,59.9,14
cherokee_run,2026-02-15,07:00,2026-02-15,0,72,Sunday,True,7,Sunny,59.9,14
cherokee_run,2026-02-15,08:00,2026-02-12,3,66,Sunday,True,8,Sunny,59.9,14
cherokee_run,2026-02-15,08:00,2026-02-13,2,70,Sunday,True,8,Sunny,59.9,14
cherokee_run,2026-02-15,08:00,2026-02-14,1,69,Sunday,True,8,Sunny,59.9,14
cherokee_run,2026-02-15,08:00,2026-02-15,0,69,Sunday,True,8,Sunny,59.9,14
cherokee_run,2026-02-15,09:00,2026-02-12,3,68,Sunday,True,9,Sunny,59.9,14
cherokee_run,2026-02-15,09:00,2026-02-13,2,68,Sunday,True,9,Sunny,59.9,14
cherokee_run,2026-02-15,09:00,2026-02-14,1,67,Sunday,True,9,Sunny,59.9,14
cherokee_run,2026-02-15,09:00,2026-02-15,0,71,Sunday,True,9,Sunny,59.9,14
cherokee_run,2026-02-15,10:00,2026-02-12,3,60,Sunday,True,10,Sunny,59.9,14
cherokee_run,2026-02-15,10:00,2026-02-13,2,62,Sunday,True,10,Sunny,59.9,14
cherokee_run,2026-02-15,10:00,2026-02-14,1,62,Sunday,True,10,Sunny,59.9,14
cherokee_run,2026-02-15,10:00,2026-02-15,0,64,Sunday,True,10,Sunny,59.9,14
cherokee_run,2026-02-15,12:00,2026-02-12,3,50,Sunday,True,12,Sunny,59.9,14
cherokee_run,2026-02-15,12:00,2026-02-13,2,52,Sunday,True,12,Sunny,59.9,14
cherokee_run,2026-02-15,12:00,2026-02-14,1,51,Sunday,True,12,Sunny,59.9,14
cherokee_run,2026-02-15,12:00,2026-02-15,0,57,Sunday,True,12,Sunny,59.9,14
cherokee_run,2026-02-15,14:00,2026-02-12,3,50,Sunday,True,14,Sunny,59.9,14
cherokee_run,2026-02-15,14:00,2026-02-13,2,48,Sunday,True,14,Sunny,59.9,14
cherokee_run,2026-02-15,14:00,2026-02-14,1,54,Sunday,True,14,Sunny,59.9,14
cherokee_run,2026-02-15,14:00,2026-02-15,0,55,Sunday,True,14,Sunny,59.9,14
cherokee_run,2026-02-15,16:00,2026-02-12,3,40,Sunday,True,16,Sunny,59.9,14
cherokee_run,2026-02-15,16:00,2026-02-13,2,43,Sunday,True,16,Sunny,59.9,14
cherokee_run,2026-02-15,16:00,2026-02-14,1,43,Sunday,True,16,Sunny,59.9,14
cherokee_run,2026-02-15,16:00,2026-02-15,0,45,Sunday,True,16,Sunny,59.9,14
cherokee_run,2026-02-16,07:00,2026-02-11,5,39,Monday,False,7,Sunny,52.7,7
cherokee_run,2026-02-16,07:00,2026-02-13,3,39,Monday,False,7,Sunny,52.7,7
cherokee_run,2026-02-16,07:00,2026-02-14,2,41,Monday,False,7,Sunny,52.7,7
cherokee_run,2026-02-16,07:00,2026-02-15,1,42,Monday,False,7,Sunny,52.7,7
cherokee_run,2026-02-16,07:00,2026-02-16,0,43,Monday,False,7,Sunny,52.7,7
cherokee_run,2026-02-16,08:00,2026-02-11,5,37,Monday,False,8,Sunny,52.7,7
cherokee_run,2026-02-16,08:00,2026-02-13,3,38,Monday,False,8,Sunny,52.7,7
cherokee_run,2026-02-16,08:00,2026-02-14,2,41,Monday,False,8,Sunny,52.7,7
cherokee_run,2026-02-16,08:00,2026-02-15,1,40,Monday,False,8,Sunny,52.7,7
cherokee_run,2026-02-16,08:00,2026-02-16,0,44,Monday,False,8,Sunny,52.7,7
cherokee_run,2026-02-16,09:00,2026-02-11,5,38,Monday,False,9,Sunny,52.7,7
cherokee_run,2026-02-16,09:00,2026-02-13,3,38,Monday,False,9,Sunny,52.7,7
cherokee_run,2026-02-16,09:00,2026-02-14,2,40,Monday,False,9,Sunny,52.7,7
cherokee_run,2026-02-16,09:00,2026-02-15,1,42,Monday,False,9,Sunny,52.7,7
cherokee_run,2026-02-16,09:00,2026-02-16,0,41,Monday,False,9,Sunny,52.7,7
cherokee_run,2026-02-16,10:00,2026-02-11,5,37,Monday,False,10,Sunny,52.7,7
cherokee_run,2026-02-16,10:00,2026-02-13,3,36,Monday,False,10,Sunny,52.7,7
cherokee_run,2026-02-16,10:00,2026-02-14,2,39,Monday,False,10,Sunny,52.7,7
cherokee_run,2026-02-16,10:00,2026-02-15,1,38,Monday,False,10,Sunny,52.7,7
cherokee_run,2026-02-16,10:00,2026-02-16,0,40,Monday,False,10,Sunny,52.7,7
cherokee_run,2026-02-16,12:00,2026-02-11,5,31,Monday,False,12,Sunny,52.7,7
cherokee_run,2026-02-16,12:00,2026-02-13,3,34,Monday,False,12,Sunny,52.7,7
cherokee_run,2026-02-16,12:00,2026-02-14,2,34,Monday,False,12,Sunny,52.7,7
cherokee_run,2026-02-16,12:00,2026-02-15,1,34,Monday,False,12,Sunny,52.7,7
cherokee_run,2026-02-16,12:00,2026-02-16,0,35,Monday,False,12,Sunny,52.7,7
cherokee_run,2026-02-16,14:00,2026-02-11,5,33,Monday,False,14,Sunny,52.7,7
cherokee_run,2026-02-16,14:00,2026-02-13,3,33,Monday,False,14,Sunny,52.7,7
cherokee_run,2026-02-16,14:00,2026-02-14,2,35,Monday,False,14,Sunny,52.7,7
cherokee_run,2026-02-16,14:00,2026-02-15,1,33,Monday,False,14,Sunny,52.7,7
cherokee_run,2026-02-16,14:00,2026-02-16,0,35,Monday,False,14,Sunny,52.7,7
cherokee_run,2026-02-16,16:00,2026-02-11,5,27,Monday,False,16,Sunny,52.7,7
cherokee_run,2026-02-16,16:00,2026-02-13,3,26,Monday,False,16,Sunny,52.7,7
cherokee_run,2026-02-16,16:00,2026-02-14,2,28,Monday,False,16,Sunny,52.7,7
cherokee_run,2026-02-16,16:00,2026-02-15,1,27,Monday,False,16,Sunny,52.7,7
cherokee_run,2026-02-16,16:00,2026-02-16,0,28,Monday,False,16,Sunny,52.7,7
cherokee_run,2026-02-17,07:00,2026-02-12,5,46,Tuesday,False,7,Sunny,59.0,1
cherokee_run,2026-02-17,07:00,2026-02-14,3,45,Tuesday,False,7,Sunny,59.0,1
cherokee_run,2026-02-17,07:00,2026-02-15,2,48,Tuesday,False,7,Sunny,59.0,1
cherokee_run,2026-02-17,07:00,2026-02-16,1,48,Tuesday,False,7,Sunny,59.0,1
cherokee_run,2026-02-17,07:00,2026-02-17,0,48,Tuesday,False,7,Sunny,59.0,1
cherokee_run,2026-02-17,08:00,2026-02-12,5,43,Tuesday,False,8,Sunny,59.0,1
cherokee_run,2026-02-17,08:00,2026-02-14,3,44,Tuesday,False,8,Sunny,59.0,1
cherokee_run,2026-02-17,08:00,2026-02-15,2,47,Tuesday,False,8,Sunny,59.0,1
cherokee_run,2026-02-17,08:00,2026-02-16,1,49,Tuesday,False,8,Sunny,59.0,1
cherokee_run,2026-02-17,08:00,2026-02-17,0,47,Tuesday,False,8,Sunny,59.0,1
cherokee_run,2026-02-17,09:00,2026-02-12,5,43,Tuesday,False,9,Sunny,59.0,1
cherokee_run,2026-02-17,09:00,2026-02-14,3,44,Tuesday,False,9,Sunny,59.0,1
cherokee_run,2026-02-17,09:00,2026-02-15,2,48,Tuesday,False,9,Sunny,59.0,1
cherokee_run,2026-02-17,09:00,2026-02-16,1,49,Tuesday,False,9,Sunny,59.0,1
cherokee_run,2026-02-17,09:00,2026-02-17,0,49,Tuesday,False,9,Sunny,59.0,1
cherokee_run,2026-02-17,10:00,2026-02-12,5,42,Tuesday,False,10,Sunny,59.0,1
cherokee_run,2026-02-17,10:00,2026-02-14,3,43,Tuesday,False,10,Sunny,59.0,1
cherokee_run,2026-02-17,10:00,2026-02-15,2,45,Tuesday,False,10,Sunny,59.0,1
cherokee_run,2026-02-17,10:00,2026-02-16,1,45,Tuesday,False,10,Sunny,59.0,1
cherokee_run,2026-02-17,10:00,2026-02-17,0,46,Tuesday,False,10,Sunny,59.0,1
cherokee_run,2026-02-17,12:00,2026-02-12,5,37,Tuesday,False,12,Sunny,59.0,1
cherokee_run,2026-02-17,12:00,2026-02-14,3,38,Tuesday,False,12,Sunny,59.0,1
